restaurant_link;restaurant_name;city;address;latitude;longitude;top_tags;price_level;meals;cuisines;special_diets;features;vegetarian_friendly;vegan_options;gluten_free;original_open_hours;avg_rating;total_reviews_count;excellent;very_good;average;poor;terrible;food;service;value
g187147-d10027353;L'inconnu;Paris;4 rue Pierre Leroux, 75007 Paris France;48.850185;2.318649;Fine Dining, Italian, European;€€€€;Lunch Dinner;Italian European;;Reservations Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;;4.5;127.0;19.0;5.0;1.0;0.0;1.0;4.5;4.5;4.0
g187147-d10027589;Soyouz;Paris;11 rue de l Esperance, 75013 Paris France;48.82722;2.34865;Cheap Eats, Italian, Pizza;€;;Italian Pizza;;Reservations Seating Wheelchair Accessible;N;N;N;;4.0;15.0;0.0;0.0;0.0;0.0;1.0;4.0;4.0;4.0
g187147-d10028089;The Place To Eat;Paris;246 T rue du Faubourg Saint Antoine, 75012 Paris France;48.84908;2.39033;Cheap Eats, Belgian, Fast food, European;€;Lunch Dinner Brunch;Belgian Fast food European;;Television Serves Alcohol Wine and Beer Accepts Mastercard Accepts Visa Digital Payments Free Wifi Takeout Reservations Outdoor Seating Seating Wheelchair Accessible Accepts Credit Cards;N;N;N;"{""Mon"": [""09:30-20:00""], ""Tue"": [""09:30-20:00""], ""Wed"": [""09:30-20:00""], ""Thu"": [""09:30-20:00""], ""Fri"": [""09:30-20:00""], ""Sat"": [""11:00-18:00""], ""Sun"": []}";4.5;18.0;1.0;0.0;1.0;0.0;0.0;4.0;4.0;4.5
g187147-d10028345;Petit Navire;Paris;85 rue Julien Lacroix, 75020 Paris France;48.871803;2.38252;Mid-range, Mediterranean;€€-€€€;Lunch Dinner Brunch After-hours Drinks;Mediterranean;;Seating Reservations Wheelchair Accessible Serves Alcohol Wine and Beer Free Wifi Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [], ""Tue"": [""12:00-00:00""], ""Wed"": [""12:00-00:00""], ""Thu"": [""12:00-00:00""], ""Fri"": [""12:00-00:00""], ""Sat"": [""12:00-00:00""], ""Sun"": []}";4.5;22.0;0.0;0.0;1.0;0.0;0.0;4.5;4.5;4.0
g187147-d10041615;McDonald's;Paris;88 B avenue Parmentier, 75011 Paris France;48.86541;2.374567;Cheap Eats, Fast food;€;Breakfast Lunch Dinner;Fast food;;Wheelchair Accessible;N;N;N;"{""Mon"": [""10:00-22:00""], ""Tue"": [""10:00-22:00""], ""Wed"": [""10:00-22:00""], ""Thu"": [""10:00-22:00""], ""Fri"": [""10:00-22:00""], ""Sat"": [""10:00-22:00""], ""Sun"": [""10:00-22:00""]}";3.0;12.0;1.0;0.0;0.0;0.0;0.0;;;
g187147-d10041740;Le Vent d'Armor;Paris;25 quai de la Tournelle, 75005 Paris France;48.850224;2.354245;Mid-range, French, Seafood, European;€€-€€€;Lunch Dinner;French Seafood European Healthy;Gluten Free Options;Reservations Seating Wheelchair Accessible Serves Alcohol Accepts Mastercard Accepts Visa Accepts Credit Cards Table Service;N;N;Y;"{""Mon"": [""19:30-22:00""], ""Tue"": [""12:00-13:30"", ""19:30-22:00""], ""Wed"": [""12:00-13:30"", ""19:30-22:00""], ""Thu"": [""12:00-13:30"", ""19:30-22:00""], ""Fri"": [""12:00-13:30"", ""19:30-22:00""], ""Sat"": [""12:00-13:30"", ""19:30-22:00""], ""Sun"": []}";5.0;364.0;110.0;12.0;3.0;1.0;0.0;5.0;5.0;4.5
g187147-d10044448;Huguette Bistro de la Mer;Paris;81 rue de Seine, 75006 Paris France;48.853233;2.336965;Mid-range, French, Seafood;€€-€€€;Lunch Dinner;French Seafood;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""08:00-02:00""], ""Tue"": [""08:00-02:00""], ""Wed"": [""08:00-02:00""], ""Thu"": [""08:00-02:00""], ""Fri"": [""08:00-02:00""], ""Sat"": [""08:00-02:00""], ""Sun"": [""08:00-02:00""]}";4.0;694.0;107.0;76.0;26.0;9.0;19.0;4.0;4.0;4.0
g187147-d10047284;Starbucks;Paris;Place du 11 Novembre 1918 Gare de l'Est, 75010 Paris France;48.87678;2.35845;Mid-range, Quick Bites, Cafe;€€-€€€;Breakfast;Cafe;;Takeout Seating Wheelchair Accessible Free Wifi;N;N;N;"{""Mon"": [""06:00-21:00""], ""Tue"": [""06:00-21:00""], ""Wed"": [""06:00-21:00""], ""Thu"": [""06:00-21:00""], ""Fri"": [""06:00-21:30""], ""Sat"": [""06:00-21:00""], ""Sun"": [""06:00-21:30""]}";3.0;160.0;5.0;8.0;6.0;0.0;4.0;3.0;3.0;3.0
g187147-d10047622;La Gouttiere;Paris;96 avenue Parmentier, 75011 Paris France;48.866;2.374021;Cheap Eats;€;Dinner;;;Reservations Seating Table Service Wheelchair Accessible;N;N;N;;4.5;19.0;1.0;1.0;0.0;0.0;0.0;3.5;4.5;4.0
g187147-d10053046;Baguettes Royales;Paris;17 rue Jean Giraudoux, 75116 Paris France;48.869236;2.297215;Mid-range, Chinese, Asian, Thai;€€-€€€;Lunch Dinner;Asian Vietnamese Chinese Thai;;Reservations Seating Table Service Wheelchair Accessible;N;N;N;;3.5;16.0;1.0;4.0;0.0;0.0;0.0;3.5;3.5;3.5
g187147-d10063228;Le Fleurus;Paris;2 rue de Fleurus, 75006 Paris France;48.84711;2.33216;Mid-range, French, Cafe;€€-€€€;Breakfast Lunch Dinner;French Cafe;;Outdoor Seating Seating Table Service Reservations Wheelchair Accessible;N;N;N;"{""Mon"": [], ""Tue"": [""07:00-20:00""], ""Wed"": [""07:00-20:00""], ""Thu"": [""07:00-20:00""], ""Fri"": [""07:00-20:00""], ""Sat"": [""07:00-20:00""], ""Sun"": []}";3.5;22.0;2.0;2.0;1.0;1.0;1.0;4.0;4.0;3.5
g187147-d10076026;Chocoline;Paris;24 rue Jean Mermoz, 75008 Paris France;48.87108;2.3118;Cheap Eats, French;€;Lunch;French;;Takeout Seating Wheelchair Accessible;N;N;N;;4.5;13.0;0.0;1.0;0.0;0.0;0.0;4.5;5.0;5.0
g187147-d10083160;Cafe 347 Lecourbe;Paris;347 rue Lecourbe, 75015 Paris France;48.8367;2.28346;French;;Brunch;French;;Reservations Seating Wheelchair Accessible Table Service;N;N;N;;3.5;15.0;7.0;3.0;0.0;3.0;2.0;;;
g187147-d1008493;Le Brebant;Paris;32 boulevard Poissonniere, 75009 Paris France;48.871445;2.343286;Mid-range, French;€€-€€€;Lunch Dinner After-hours Drinks;French;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""07:30-05:00""], ""Tue"": [""07:30-05:00""], ""Wed"": [""07:30-05:00""], ""Thu"": [""07:30-05:00""], ""Fri"": [""07:30-05:00""], ""Sat"": [""07:30-05:00""], ""Sun"": [""07:30-05:00""]}";3.0;1274.0;59.0;87.0;48.0;44.0;84.0;3.5;3.0;2.5
g187147-d1008641;Paris Beirut;Paris;242 rue de Tolbiac, 75013 Paris France;48.82641;2.342174;Cheap Eats, Lebanese, Mediterranean;€;Lunch Dinner;Lebanese Mediterranean;;Takeout Wheelchair Accessible;N;N;N;"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}";3.5;30.0;9.0;8.0;6.0;2.0;5.0;3.0;4.0;3.5
g187147-d1009471;Au Trappiste;Paris;4 rue Saint Denis, 75001 Paris France;48.858242;2.347364;Mid-range, French, Belgian, Bar;€€-€€€;Lunch Dinner After-hours Drinks;French Belgian Bar European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""08:00-02:00""], ""Tue"": [""08:00-02:00""], ""Wed"": [""08:00-02:00""], ""Thu"": [""08:00-02:00""], ""Fri"": [""08:00-02:00""], ""Sat"": [""08:00-02:00""], ""Sun"": [""08:00-02:00""]}";4.0;491.0;75.0;77.0;16.0;9.0;4.0;3.5;4.0;3.5
g187147-d10096477;Starbucks;Paris;108 boulevard Haussmann, 75008 Paris France;48.8747;2.32123;Cheap Eats;€;;;;Wheelchair Accessible;N;N;N;;3.0;15.0;1.0;0.0;0.0;0.0;1.0;3.5;3.5;3.5
g187147-d10100793;Aux Delices De Paris Reuilly;Paris;33 rue de Reuilly, 75012 Paris France;48.84757;2.38673;Cheap Eats, Bakeries, French;€;Breakfast;French;;Takeout Wheelchair Accessible;N;N;N;;4.5;19.0;4.0;0.0;0.0;0.0;0.0;4.0;3.5;4.5
g187147-d1010125;The Great Canadian Pub;Paris;25 quai des Grands Augustins, 75006 Paris France;48.854324;2.343132;Mid-range, American, Bar, Pub;€€-€€€;Lunch Dinner After-hours Drinks;American Bar Pub Canadian;;Outdoor Seating Seating Television Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""11:30-02:00""], ""Tue"": [""11:30-02:00""], ""Wed"": [""11:30-02:00""], ""Thu"": [""11:30-02:00""], ""Fri"": [""11:30-02:00""], ""Sat"": [""10:00-02:00""], ""Sun"": [""10:00-02:00""]}";3.5;283.0;63.0;71.0;25.0;12.0;11.0;3.5;3.5;3.5
g187147-d10101846;Animal Kitchen;Paris;200 quai de Valmy, 75010 Paris France;48.88194;2.36876;Cheap Eats, French;€;Dinner;French;;Wheelchair Accessible;N;N;N;;4.5;11.0;2.0;0.0;0.0;0.0;0.0;5.0;4.0;5.0
g187147-d10115118;La Table du Luxembourg;Paris;Jardin du Luxembourg Situé près de l'entrée Fleurus - 7 rue Guynemer, 75006 Paris France;48.84624;2.334531;Mid-range, French, European, Gastropub;€€-€€€;Lunch Brunch;French European Gastropub;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""08:15-20:15""], ""Tue"": [""08:15-20:15""], ""Wed"": [""08:15-20:15""], ""Thu"": [""08:15-20:15""], ""Fri"": [""08:15-20:15""], ""Sat"": [""08:15-20:15""], ""Sun"": [""08:15-20:15""]}";3.0;153.0;4.0;5.0;1.0;3.0;8.0;3.5;3.0;3.0
g187147-d1013459;Berthillon;Paris;31 rue Saint Louis en L Ile, 75004 Paris France;48.851833;2.3567;Mid-range, Dessert, French, Cafe;€€-€€€;After-hours;French Cafe;;Takeout Seating Wheelchair Accessible Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [], ""Tue"": [], ""Wed"": [""10:00-20:00""], ""Thu"": [""10:00-20:00""], ""Fri"": [""10:00-20:00""], ""Sat"": [""10:00-20:00""], ""Sun"": [""10:00-20:00""]}";4.5;2178.0;659.0;213.0;68.0;25.0;20.0;4.5;4.0;4.0
g187147-d10147007;Le Vestibule Café;Paris;40 rue Sedaine, 75011 Paris France;48.85688;2.37465;Cheap Eats, French;€;Brunch Breakfast;French;;Wheelchair Accessible Reservations Seating;N;N;N;;4.5;13.0;1.0;1.0;0.0;0.0;0.0;4.5;4.5;4.5
g187147-d10147299;Bagelstein;Paris;2 rue de Moscou, 75008 Paris France;48.87979;2.3268;Cheap Eats, Bakeries, American, Cafe;€;Breakfast Lunch Brunch Drinks;Fast food American Cafe Street Food Soups;;Takeout Seating Highchairs Available Wheelchair Accessible Free Wifi Accepts Credit Cards;N;N;N;"{""Mon"": [""08:30-18:00""], ""Tue"": [""08:30-18:00""], ""Wed"": [""08:30-18:00""], ""Thu"": [""08:30-18:00""], ""Fri"": [""08:30-18:00""], ""Sat"": [""08:30-18:00""], ""Sun"": []}";4.0;5.0;0.0;0.0;1.0;0.0;0.0;;;
g187147-d10149327;Starbucks;Paris;77 rue Rambuteau, 75001 Paris France;48.86203;2.34965;Mid-range, Cafe;€€-€€€;;Cafe;;Takeout Seating Wheelchair Accessible;N;N;N;;3.5;21.0;3.0;5.0;0.0;0.0;0.0;3.5;3.5;3.0
g187147-d1015808;La Bocca;Paris;59 rue Montmartre, 75002 Paris France;48.866108;2.344592;Mid-range, Italian, Mediterranean, European;€€-€€€;Lunch Dinner After-hours;Italian Mediterranean European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;"{""Mon"": [""12:00-14:30"", ""19:30-23:00""], ""Tue"": [""12:00-14:30"", ""19:30-23:00""], ""Wed"": [""12:00-14:30"", ""19:30-23:00""], ""Thu"": [""12:00-14:30"", ""19:30-23:00""], ""Fri"": [""12:00-15:00"", ""19:30-00:00""], ""Sat"": [""12:00-15:00"", ""19:30-00:00""], ""Sun"": [""13:00-16:00"", ""19:00-00:00""]}";3.5;119.0;6.0;15.0;3.0;0.0;0.0;3.5;3.0;3.0
g187147-d10158288;Sushi Cherie;Paris;13 boulevard Auguste Blanqui, 75013 Paris France;48.8305;2.35376;Mid-range, Chinese, Japanese, Sushi;€€-€€€;;Chinese Japanese Asian Sushi;;Reservations Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service Takeout;N;N;N;;2.5;89.0;1.0;1.0;1.0;0.0;2.0;3.0;2.5;3.0
g187147-d10164671;Thevenin Saint Placide;Paris;5 rue Notre Dame des Champs, 75006 Paris France;48.84688;2.326962;Cheap Eats, Dessert, French;€;Breakfast;French;;Takeout Seating Wheelchair Accessible;N;N;N;;3.5;52.0;9.0;3.0;1.0;0.0;0.0;3.5;3.5;3.0
g187147-d10165783;Wanted Italian Restaurant;Paris;46 B rue de Meaux Halle Secretan, 75019 Paris France;48.881496;2.373611;Mid-range, Italian;€€-€€€;Breakfast Lunch Dinner Brunch;Italian;;Takeout Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service Full Bar;N;N;N;"{""Mon"": [""08:00-00:00""], ""Tue"": [""08:00-00:00""], ""Wed"": [""08:00-00:00""], ""Thu"": [""08:00-00:00""], ""Fri"": [""08:00-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""11:00-17:00""]}";3.0;185.0;0.0;2.0;2.0;2.0;1.0;3.5;3.0;3.0
g187147-d10174919;Le grenier à Pain - Caulaincourt;Paris;127 rue Caulaincourt, 75018 Paris France;48.88986;2.34218;Cheap Eats, French;€;Breakfast;French;;Wheelchair Accessible;N;N;N;;4.5;19.0;4.0;0.0;0.0;0.0;0.0;;;
g187147-d10192577;Le Monde du Macaron Paris 5;Paris;106 rue Mouffetard, 75005 Paris France;48.84101;2.34955;Mid-range, French;€€-€€€;Lunch Dinner;French;;Delivery Takeout Wheelchair Accessible Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Accepts Discover;N;N;N;"{""Mon"": [], ""Tue"": [""10:30-19:30""], ""Wed"": [""10:30-19:30""], ""Thu"": [""10:30-19:30""], ""Fri"": [""10:30-19:30""], ""Sat"": [""10:00-20:00""], ""Sun"": [""10:00-15:00""]}";4.5;9.0;3.0;0.0;0.0;0.0;0.0;;;
g187147-d10192695;Fitzgerald;Paris;54 boulevard de la Tour Maubourg, 75007 Paris France;48.858494;2.309909;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Accepts American Express Accepts Mastercard Accepts Visa Accepts Discover Accepts Credit Cards Table Service Highchairs Available Free Wifi;N;N;N;"{""Mon"": [""12:00-14:30"", ""18:00-02:00""], ""Tue"": [""12:00-14:30"", ""18:00-02:00""], ""Wed"": [""12:00-14:30"", ""18:00-02:00""], ""Thu"": [""12:00-14:30"", ""18:00-02:00""], ""Fri"": [""12:00-14:30"", ""18:00-00:00""], ""Sat"": [""00:00-23:59""], ""Sun"": []}";4.0;144.0;17.0;5.0;1.0;1.0;2.0;4.0;4.0;3.5
g187147-d10212316;Le Borromée;Paris;224 rue de Vaugirard, 75015 Paris France;48.84083;2.305397;Mid-range, French;€€-€€€;Lunch Dinner Drinks;French;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""07:00-00:00""], ""Tue"": [""07:00-00:00""], ""Wed"": [""07:00-00:00""], ""Thu"": [""07:00-00:00""], ""Fri"": [""07:00-00:00""], ""Sat"": [], ""Sun"": []}";4.5;78.0;0.0;1.0;0.0;0.0;0.0;4.0;4.5;4.0
g187147-d10215286;Cojean Roosevelt;Paris;55 avenue Franklin Delano Roosevelt, 75008 Paris France;48.87102;2.30988;French, Fast food, European, Healthy;;Dinner Breakfast Lunch;French Fast food European Healthy Soups;;Takeout Outdoor Seating Seating Wheelchair Accessible Free Wifi;N;N;N;"{""Mon"": [""09:00-16:00""], ""Tue"": [""09:00-16:00""], ""Wed"": [""09:00-16:00""], ""Thu"": [""09:00-16:00""], ""Fri"": [""09:00-16:00""], ""Sat"": [], ""Sun"": []}";3.5;6.0;1.0;1.0;0.0;0.0;0.0;;;
g187147-d10216516;Haagen-Dazs;Paris;12 rue Linois, 75015 Paris France;48.84885;2.282386;Mid-range, Dessert;€€-€€€;;;;Takeout Wheelchair Accessible;N;N;N;;4.0;29.0;4.0;1.0;2.0;0.0;0.0;4.0;4.0;3.5
g187147-d1024386;La Tute;Paris;7 rue Rossini Face A Drouot Salle Des Ventes, 75009 Paris France;48.87285;2.34032;Mid-range, French, European, Basque;€€-€€€;Lunch Dinner After-hours Drinks;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;"{""Mon"": [""08:00-22:00""], ""Tue"": [""08:00-22:00""], ""Wed"": [""08:00-22:00""], ""Thu"": [""08:00-22:00""], ""Fri"": [""08:00-22:00""], ""Sat"": [], ""Sun"": []}";4.5;184.0;31.0;13.0;4.0;3.0;0.0;4.5;4.5;4.0
g187147-d10256966;Tonki;Paris;11 rue Godot de Mauroy, 75009 Paris France;48.870827;2.326908;Mid-range, Chinese, Japanese, Asian;€€-€€€;Dinner;Japanese Asian Chinese;;Seating Table Service Wheelchair Accessible Serves Alcohol;N;N;N;;3.0;55.0;0.0;0.0;1.0;0.0;0.0;3.5;2.5;3.5
g187147-d10267337;Novotel Cafe;Paris;257 rue de Vaugirard Hotel Novotel Paris Vaugirard Montparnasse, 75015 Paris France;48.84011;2.30361;Mid-range, French;€€-€€€;Breakfast Lunch Dinner;French;;Seating Reservations Wheelchair Accessible;N;N;N;"{""Mon"": [""11:59-14:30""], ""Tue"": [""11:59-14:30""], ""Wed"": [""11:59-14:30""], ""Thu"": [""11:59-14:30""], ""Fri"": [""11:59-14:30""], ""Sat"": [""11:59-14:30""], ""Sun"": [""11:59-14:30""]}";3.5;19.0;0.0;4.0;0.0;0.0;0.0;3.5;3.0;
g187147-d10270613;Le Dome;Paris;24 rue Lauriston, 75116 Paris France;48.87112;2.291826;Mid-range;€€-€€€;Breakfast;;;Seating Wheelchair Accessible Table Service;N;N;N;;3.5;12.0;4.0;2.0;0.0;0.0;1.0;;;
g187147-d10275510;Kitchen Story;Paris;15 rue au Maire, 75003 Paris France;48.86456;2.35657;Cheap Eats, Chinese, Asian;€;;Chinese Asian;;Reservations Seating Wheelchair Accessible Table Service;N;N;N;;4.0;19.0;0.0;2.0;0.0;0.0;0.0;4.0;4.0;4.0
g187147-d10287052;Chez Aldo Cafe;Paris;Boulevard de Strasbourg, 75010 Paris France;48.87569;2.357747;Mid-range, French, Bar, European;€€-€€€;Lunch Dinner After-hours Drinks;French Bar European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Accepts Credit Cards Table Service Television Free Wifi;N;N;N;;3.5;153.0;15.0;8.0;2.0;1.0;9.0;3.5;4.0;3.5
g187147-d10302261;Le Comptoir Buffon;Paris;36 boulevard Pasteur, 75015 Paris France;48.842052;2.313059;Mid-range, French;€€-€€€;Lunch;French;;Reservations Seating Wheelchair Accessible Table Service;N;N;N;;4.0;50.0;3.0;2.0;2.0;1.0;0.0;4.0;4.5;4.0
g187147-d10302520;La Chope;Paris;227 rue du Faubourg Saint Martin, 75010 Paris France;48.88175;2.36575;Cheap Eats, French, Bar, Pub;€;Lunch;French Bar Pub;;Reservations Seating Wheelchair Accessible Table Service;N;N;N;;4.5;23.0;4.0;1.0;0.0;0.0;0.0;4.0;5.0;4.5
g187147-d10304937;Francesca;Paris;11 Boulevard de Vaugirard Gare Montparnasse Niveau Mezzanine, 75741 Paris France;48.84151;2.31932;Cheap Eats, Fast food;€;;Fast food;;Wheelchair Accessible;N;N;N;;2.5;13.0;0.0;4.0;1.0;5.0;3.0;;;
g187147-d10313954;Restaurant Printemps;Paris;154 avenue de Clichy, 75017 Paris France;48.89137;2.31917;Chinese, Japanese, Asian, Thai;;Lunch Dinner;Japanese Asian Thai Soups Chinese Vietnamese;;Delivery Takeout Outdoor Seating Seating Television Wheelchair Accessible Free Wifi;N;N;N;"{""Mon"": [""11:30-23:00""], ""Tue"": [""11:30-23:00""], ""Wed"": [""11:30-23:00""], ""Thu"": [""11:30-23:00""], ""Fri"": [""11:30-23:00""], ""Sat"": [""11:30-23:00""], ""Sun"": [""11:30-23:00""]}";3.0;10.0;1.0;1.0;0.0;0.0;0.0;;;
g187147-d10332859;Restaurant Sakura;Paris;46 rue de la Roquette, 75011 Paris France;48.8548;2.372778;Cheap Eats, Japanese, Sushi, Asian;€;Dinner;Japanese Sushi Asian;;Takeout Seating Wheelchair Accessible Table Service;N;N;N;;3.0;21.0;0.0;1.0;1.0;1.0;1.0;3.5;3.5;4.0
g187147-d1034252;Les Philosophes;Paris;28 rue Vieille du Temple, 75004 Paris France;48.857292;2.357423;Mid-range, French, European, Vegetarian Friendly;€€-€€€;Breakfast Lunch Dinner Brunch After-hours;French European;Vegetarian Friendly, Vegan Options, Gluten Free Options;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service;Y;Y;Y;"{""Mon"": [""09:00-02:00""], ""Tue"": [""09:00-02:00""], ""Wed"": [""09:00-02:00""], ""Thu"": [""09:00-02:00""], ""Fri"": [""09:00-02:00""], ""Sat"": [""09:00-02:00""], ""Sun"": [""09:00-02:00""]}";4.0;2002.0;378.0;351.0;110.0;37.0;27.0;4.0;4.0;4.0
g187147-d1035102;Chez Trassoudaine;Paris;3 Place Nationale, 75013 Paris France;48.82874;2.365287;Mid-range, French, European;€€-€€€;Lunch Dinner After-hours;French European;;Reservations Private Dining Seating Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""12:00-15:00"", ""19:30-23:30""], ""Tue"": [""12:00-15:00"", ""19:30-23:30""], ""Wed"": [""12:00-15:00"", ""19:30-23:30""], ""Thu"": [""12:00-15:00"", ""19:30-23:30""], ""Fri"": [""12:00-15:00"", ""19:30-23:30""], ""Sat"": [""19:30-23:30""], ""Sun"": []}";4.5;494.0;63.0;6.0;2.0;0.0;0.0;4.5;4.5;4.5
g187147-d1035178;La Bucherie;Paris;41 rue de la Bucherie Opposite Notre Dame Cathedral, 75005 Paris France;48.852768;2.346969;Mid-range, French, European, Vegetarian Friendly;€€-€€€;Breakfast Lunch Dinner Brunch After-hours Drinks;French European;Vegetarian Friendly, Vegan Options, Gluten Free Options;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Accepts Credit Cards Table Service;Y;Y;Y;"{""Mon"": [""08:00-00:00""], ""Tue"": [""08:00-00:00""], ""Wed"": [""08:00-00:00""], ""Thu"": [""08:00-00:00""], ""Fri"": [""08:00-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""08:00-00:00""]}";3.0;564.0;62.0;68.0;43.0;23.0;40.0;3.0;3.5;3.0
g187147-d1035187;La Cipale;Paris;49 avenue de Gravelle Vélodrome Municipal, 75012 Paris France;48.82525;2.411614;Fine Dining, French, European;€€€€;Dinner Lunch;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;;4.0;58.0;3.0;2.0;0.0;0.0;0.0;4.5;4.5;4.0
g187147-d1035224;Le Bougainville;Paris;5 rue de la Banque Galerie Vivienne, 75002 Paris France;48.866524;2.340382;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;"{""Mon"": [""08:00-15:00""], ""Tue"": [""08:00-23:30""], ""Wed"": [""08:00-23:30""], ""Thu"": [""08:00-23:30""], ""Fri"": [""08:00-23:30""], ""Sat"": [""12:00-15:00"", ""19:00-22:30""], ""Sun"": []}";4.0;193.0;9.0;15.0;3.0;1.0;5.0;4.0;3.5;4.0
g187147-d1035244;Le Griffonnier;Paris;8 rue des Saussaies, 75008 Paris France;48.8712;2.31734;Mid-range, French;€€-€€€;Lunch Dinner;French;;Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;"{""Mon"": [""12:00-16:00""], ""Tue"": [""12:00-16:00""], ""Wed"": [""12:00-16:00""], ""Thu"": [""12:00-00:00""], ""Fri"": [""12:00-16:00""], ""Sat"": [""12:00-16:00""], ""Sun"": []}";4.5;125.0;24.0;12.0;2.0;1.0;1.0;4.5;4.5;4.0
g187147-d1035248;Le Bistrot du Maquis;Paris;69 rue Caulaincourt, 75018 Paris France;48.889503;2.336392;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;"{""Mon"": [""12:00-14:30"", ""19:00-22:00""], ""Tue"": [""12:00-14:30"", ""19:00-22:00""], ""Wed"": [""12:00-14:30"", ""19:00-22:00""], ""Thu"": [""12:00-14:30"", ""19:00-22:00""], ""Fri"": [""12:00-14:30"", ""19:00-22:00""], ""Sat"": [""12:00-14:30"", ""19:00-22:00""], ""Sun"": [""12:00-14:30"", ""19:00-22:00""]}";4.5;180.0;17.0;9.0;1.0;0.0;4.0;4.5;4.5;4.5
g187147-d1035273;Le Volcan;Paris;10 rue Thouin, 75005 Paris France;48.84498;2.349164;Mid-range, French, European, Vegetarian Friendly;€€-€€€;Lunch Dinner After-hours;French European;Vegetarian Friendly, Vegan Options;Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service;Y;Y;N;"{""Mon"": [], ""Tue"": [""12:00-23:15""], ""Wed"": [""12:00-23:15""], ""Thu"": [""12:00-23:15""], ""Fri"": [""12:00-23:15""], ""Sat"": [""12:00-23:15""], ""Sun"": [""12:00-23:15""]}";4.0;384.0;79.0;57.0;11.0;4.0;4.0;4.0;4.0;4.0
g187147-d1035315;No Problemo;Paris;14 rue Charles Nodier, 75018 Paris France;48.8857;2.34508;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Outdoor Seating Seating Street Parking Wheelchair Accessible Serves Alcohol Full Bar Accepts Visa Free Wifi Accepts Credit Cards Reservations Table Service;N;N;N;"{""Mon"": [""10:00-02:00""], ""Tue"": [""10:00-02:00""], ""Wed"": [""10:00-02:00""], ""Thu"": [""10:00-02:00""], ""Fri"": [""10:00-02:00""], ""Sat"": [""10:00-02:00""], ""Sun"": []}";4.0;67.0;11.0;9.0;1.0;1.0;2.0;4.0;4.0;4.0
