restaurant_link;restaurant_name;city;address;latitude;longitude;top_tags;price_level;meals;cuisines;special_diets;features;vegetarian_friendly;vegan_options;gluten_free;original_open_hours;avg_rating;total_reviews_count;excellent;very_good;average;poor;terrible;food;service;value
g187147-d3483976;L'Entrecôte;Paris;53 rue de la Roquette, 75011 Paris France;48.85587;2.37514;Mid-range, French, Bar, European;€€-€€€;Dinner Breakfast Lunch;French European Bar;;Reservations Seating Serves Alcohol Wheelchair Accessible Table Service;N;N;N;"{""Mon"": [], ""Tue"": [""07:30-23:00""], ""Wed"": [""07:30-23:00""], ""Thu"": [""07:30-23:00""], ""Fri"": [""07:30-23:00""], ""Sat"": [""07:30-23:00""], ""Sun"": [""07:30-23:00""]}";3.5;70.0;6.0;9.0;2.0;0.0;1.0;3.5;4.0;3.5
g187147-d3484104;Au Cadran Voltaire;Paris;109 boulevard Voltaire, 75011 Paris France;48.857662;2.380577;Mid-range, French, Bar, Dining bars;€€-€€€;Breakfast Lunch Dinner Brunch After-hours Drinks;French Bar Dining bars;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service Wine and Beer Digital Payments Free Wifi Accepts Credit Cards Family style;N;N;N;"{""Mon"": [""07:00-00:00""], ""Tue"": [""07:00-00:00""], ""Wed"": [""07:00-00:00""], ""Thu"": [""07:00-00:00""], ""Fri"": [""07:00-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""08:00-00:00""]}";3.5;102.0;10.0;3.0;1.0;3.0;3.0;3.5;3.5;3.5
g187147-d3484813;La Cantine Du Bazar;Paris;55 rue de la Verrerie 5ème étage du BHV Marais, 75004 Paris France;48.85781;2.35322;Cheap Eats, International;€;;International;;Wheelchair Accessible;N;N;N;;3.5;13.0;1.0;0.0;1.0;0.0;0.0;4.0;3.5;4.0
g187147-d3484894;Fujinomiya;Paris;213-215, Rue Du Faubourg St-Martin, 75010 Paris France;48.88077;2.364882;Cheap Eats, Japanese, Sushi, Asian;€;Dinner;Japanese Asian Sushi;;Reservations Seating Wheelchair Accessible;N;N;N;;3.5;36.0;1.0;0.0;0.0;0.0;0.0;3.5;3.5;4.0
g187147-d3484940;Le Royal Beaubourg;Paris;105 rue Beaubourg, 75003 Paris France;48.86487;2.355541;Mid-range, French, Bar, European;€€-€€€;Lunch Dinner;French Bar European;;Seating Wheelchair Accessible Serves Alcohol Table Service Reservations Outdoor Seating Full Bar;N;N;N;"{""Mon"": [""07:00-02:00""], ""Tue"": [""07:00-02:00""], ""Wed"": [""07:00-02:00""], ""Thu"": [""07:00-02:00""], ""Fri"": [""07:00-02:00""], ""Sat"": [""07:00-02:00""], ""Sun"": [""07:00-02:00""]}";3.0;92.0;10.0;8.0;2.0;3.0;4.0;3.0;3.5;3.0
g187147-d3485262;Au Marechal Brune;Paris;9 boulevard Brune, 75014 Paris France;48.827835;2.305689;Cheap Eats, French, Bar, Pub;€;Lunch;French Bar Pub;;Reservations Seating Wheelchair Accessible Table Service;N;N;N;"{""Mon"": [""12:00-15:00""], ""Tue"": [""12:00-15:00""], ""Wed"": [""12:00-15:00""], ""Thu"": [""12:00-15:00""], ""Fri"": [""12:00-15:00""], ""Sat"": [""12:00-15:00""], ""Sun"": []}";3.5;45.0;1.0;4.0;2.0;0.0;2.0;3.0;3.5;3.5
g187147-d3487167;La Vagalame by Emmanuel;Paris;Quai François Mauriac, 75013 Paris France;48.835056;2.377016;Mid-range, French;€€-€€€;Dinner After-hours;French;;Wheelchair Accessible Serves Alcohol Seating Table Service;N;N;N;;3.5;124.0;3.0;5.0;3.0;0.0;1.0;3.5;3.0;3.5
g187147-d3498968;L'Arc Cafe;Paris;27 avenue Carnot, 75017 Paris France;48.876926;2.292253;Mid-range, French, Bar, Cafe;€€-€€€;Breakfast Lunch Brunch Drinks Dinner;Bar French Cafe European;;Takeout Outdoor Seating Seating Television Serves Alcohol Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Free Wifi Reservations Wheelchair Accessible Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""07:00-00:00""], ""Tue"": [""07:00-00:00""], ""Wed"": [""07:00-00:00""], ""Thu"": [""07:00-00:00""], ""Fri"": [""07:00-00:00""], ""Sat"": [""07:00-00:00""], ""Sun"": [""09:00-23:00""]}";4.0;216.0;35.0;34.0;18.0;4.0;6.0;4.0;4.0;4.0
g187147-d3506354;Obododo Cafe;Paris;28 boulevard de Menilmontant, 75020 Paris France;48.85949;2.3894;Mid-range, French, Bar, Cafe;€€-€€€;Breakfast Lunch Dinner;French Bar Cafe European Pub;;Outdoor Seating Seating Serves Alcohol Reservations Wheelchair Accessible Table Service;N;N;N;;3.5;65.0;2.0;11.0;8.0;3.0;4.0;3.0;3.5;3.5
g187147-d3506937;PAUL Paris Forum Halles;Paris;Porte Berger 6 C rue des Halles Paris Forum Halles Bas, 75001 Paris France;48.861572;2.347891;Cheap Eats, Bakeries, French, Fast food;€;;Fast food French;;Wheelchair Accessible;N;N;N;"{""Mon"": [""08:30-19:00""], ""Tue"": [""08:30-19:00""], ""Wed"": [""08:30-19:00""], ""Thu"": [""08:30-19:00""], ""Fri"": [""08:30-19:00""], ""Sat"": [""08:00-19:30""], ""Sun"": []}";4.0;31.0;4.0;3.0;1.0;0.0;3.0;4.0;3.5;3.5
g187147-d3507875;Le Petit Poucet;Paris;5 Place de Clichy, 75017 Paris France;48.883575;2.326951;Mid-range, Bar;€€-€€€;Lunch Dinner Brunch After-hours Drinks;Bar;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""07:00-02:00""], ""Tue"": [""07:00-02:00""], ""Wed"": [""07:00-02:00""], ""Thu"": [""07:00-02:00""], ""Fri"": [""07:00-02:00""], ""Sat"": [""07:00-02:00""], ""Sun"": [""07:00-02:00""]}";3.0;688.0;40.0;45.0;19.0;14.0;23.0;3.0;3.0;2.5
g187147-d3510573;L'Oraziano;Paris;123 boulevard de l Hopital, 75013 Paris France;48.83549;2.35883;Mid-range, Italian;€€-€€€;Lunch Dinner Breakfast;Italian;;Takeout Reservations Seating Wheelchair Accessible Table Service Serves Alcohol;N;N;N;"{""Mon"": [""08:00-23:00""], ""Tue"": [""08:00-23:00""], ""Wed"": [""08:00-23:00""], ""Thu"": [""08:00-23:00""], ""Fri"": [""08:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": []}";4.0;51.0;1.0;1.0;1.0;0.0;0.0;4.5;4.5;4.0
g187147-d3511804;Le Bistrot Saint Antoine;Paris;58 rue du Faubourg Saint Antoine 75012, 75012 Paris France;48.85192;2.37323;French;;Breakfast Lunch Dinner;French;;Reservations Seating Wheelchair Accessible;N;N;N;"{""Mon"": [""07:00-02:00""], ""Tue"": [""07:00-02:00""], ""Wed"": [""07:00-02:00""], ""Thu"": [""07:00-02:00""], ""Fri"": [""07:00-02:00""], ""Sat"": [""07:00-02:00""], ""Sun"": []}";3.5;11.0;0.0;1.0;0.0;0.0;0.0;;;
g187147-d3526035;La Porte Océane;Paris;140 boulevard du Montparnasse, 75675 Paris France;48.841343;2.320392;Mid-range;€€-€€€;;;;Seating Wheelchair Accessible Serves Alcohol;N;N;N;;1.5;150.0;0.0;0.0;1.0;1.0;4.0;2.0;2.0;1.5
g187147-d3531838;Toyama;Paris;5 rue Francoise Dolto, 75013 Paris France;48.829193;2.382573;Japanese, Sushi, Asian;;Lunch Dinner;Japanese Sushi Asian;;Seating Wheelchair Accessible Table Service;N;N;N;"{""Mon"": [""11:30-15:00"", ""18:00-23:00""], ""Tue"": [""11:30-15:00"", ""18:00-23:00""], ""Wed"": [""11:30-15:00"", ""18:00-23:00""], ""Thu"": [""11:30-15:00"", ""18:00-23:00""], ""Fri"": [""11:30-15:00"", ""18:00-23:00""], ""Sat"": [""11:30-15:00"", ""18:00-23:00""], ""Sun"": [""11:30-15:00"", ""18:00-23:00""]}";3.0;12.0;0.0;2.0;7.0;1.0;2.0;;;
g187147-d3534700;New China Town;Paris;24 rue du Javelot, 75013 Paris France;48.82516;2.36603;Cheap Eats, Chinese;€;Dinner Lunch;Chinese;;Seating Table Service Takeout Reservations Wheelchair Accessible;N;N;N;"{""Mon"": [""12:00-14:30"", ""19:00-23:00""], ""Tue"": [], ""Wed"": [""12:00-14:30"", ""19:00-23:00""], ""Thu"": [""12:00-14:30"", ""19:00-23:00""], ""Fri"": [""12:00-14:30"", ""19:00-23:00""], ""Sat"": [""12:00-14:30"", ""19:00-23:00""], ""Sun"": [""12:00-14:30"", ""19:00-23:00""]}";3.0;31.0;0.0;2.0;1.0;1.0;0.0;3.5;2.5;3.0
g187147-d3534739;Le Cafe Ponce;Paris;17 rue Poncelet, 75017 Paris France;48.879128;2.296815;Mid-range, French, Bar, European;€€-€€€;Lunch Dinner Breakfast;French Bar European;;Outdoor Seating Seating Serves Alcohol Full Bar Table Service Reservations Wheelchair Accessible;N;N;N;;4.0;90.0;14.0;19.0;2.0;1.0;1.0;4.0;4.5;4.0
g187147-d3534943;La Bouteille Sur la Table;Paris;2 Passage Geffroy Didelot, 75017 Paris France;48.88172;2.31779;Mid-range, French, European, Wine Bar;€€-€€€;Lunch Dinner Drinks;French European Wine Bar;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;"{""Mon"": [""10:00-23:00""], ""Tue"": [""10:00-23:00""], ""Wed"": [""10:00-23:00""], ""Thu"": [""10:00-23:00""], ""Fri"": [""10:00-23:00""], ""Sat"": [""17:45-23:00""], ""Sun"": []}";4.0;132.0;13.0;3.0;0.0;0.0;1.0;4.0;4.5;4.5
g187147-d3538738;Café Le Libre Echange;Paris;127 avenue de Clichy, 75017 Paris France;48.8905;2.320244;Mid-range, French, Bar, Cafe;€€-€€€;Lunch Dinner Breakfast After-hours;French Bar Cafe European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service Free Wifi;N;N;N;;3.5;153.0;18.0;13.0;6.0;2.0;5.0;4.0;4.0;4.0
g187147-d3541073;Auberge D'Chez Eux;Paris;2 avenue de Lowendal 75007, 75007 Paris France;48.853363;2.309445;Fine Dining;€€€€;Lunch Dinner After-hours;;;Free Wifi Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""12:00-14:30"", ""19:00-22:30""], ""Tue"": [""12:00-14:30"", ""19:00-22:30""], ""Wed"": [""12:00-14:30"", ""19:00-22:30""], ""Thu"": [""12:00-14:30"", ""19:00-22:30""], ""Fri"": [""12:00-14:30"", ""19:00-22:30""], ""Sat"": [""12:00-14:30"", ""19:00-22:30""], ""Sun"": [""12:00-14:30"", ""19:00-22:30""]}";4.0;356.0;119.0;43.0;14.0;13.0;11.0;4.0;4.0;3.5
g187147-d3541084;Le Cadran du Nord;Paris;13 rue de Dunkerque, 75010 Paris France;48.87954;2.35648;Cheap Eats, French, Cafe, European;€;Lunch Breakfast Dinner;French European Cafe;;Seating Reservations Wheelchair Accessible Serves Alcohol Table Service;N;N;N;;3.5;49.0;6.0;9.0;1.0;3.0;1.0;4.5;4.5;4.0
g187147-d3544542;Thai Imperial;Paris;50 boulevard Beaumarchais, 75011 Paris France;48.85726;2.36841;Mid-range, Chinese, Asian, Thai;€€-€€€;Lunch Dinner;Chinese Asian Thai;;Reservations Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;;3.0;35.0;2.0;3.0;2.0;3.0;1.0;3.5;3.5;3.5
g187147-d3544998;Casa Bella;Paris;16 rue Saint Augustin, 75002 Paris France;48.868874;2.33639;Mid-range, Italian, Pizza, European;€€-€€€;Lunch Dinner;Italian Pizza European;;Reservations Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;;2.5;119.0;2.0;3.0;4.0;6.0;8.0;2.5;2.5;3.0
g187147-d3560409;Bistrot Cezanne;Paris;13 avenue Myron Herrick, 75008 Paris France;48.874115;2.310061;Mid-range, French;€€-€€€;Breakfast Lunch Dinner Drinks;French;;Reservations Seating Takeout Outdoor Seating Wheelchair Accessible Serves Alcohol Wine and Beer Digital Payments Free Wifi Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""08:30-14:30""], ""Tue"": [""08:30-14:30""], ""Wed"": [""08:30-14:30""], ""Thu"": [""08:30-14:30""], ""Fri"": [""08:30-14:30""], ""Sat"": [], ""Sun"": []}";4.0;33.0;4.0;3.0;2.0;0.0;0.0;4.5;4.5;4.0
g187147-d3562485;Suzette;Paris;117 boulevard de Grenelle, 75015 Paris France;48.848938;2.298594;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Seating Serves Alcohol Reservations Outdoor Seating Wheelchair Accessible Table Service;N;N;N;"{""Mon"": [""12:00-22:30""], ""Tue"": [""12:00-22:30""], ""Wed"": [""12:00-22:30""], ""Thu"": [""12:00-22:30""], ""Fri"": [""12:00-22:30""], ""Sat"": [""12:00-22:30""], ""Sun"": []}";4.0;122.0;13.0;7.0;6.0;0.0;4.0;3.5;4.0;3.5
g187147-d3566884;Jiliya;Paris;7 avenue Philippe Auguste 75011, 75011 Paris France;48.84988;2.39475;Mid-range, Chinese;€€-€€€;Lunch Dinner;Chinese;;Reservations Seating Serves Alcohol Table Service Takeout Wheelchair Accessible;N;N;N;"{""Mon"": [""11:30-14:30"", ""19:00-23:30""], ""Tue"": [""11:30-14:30"", ""19:00-23:30""], ""Wed"": [""11:30-14:30"", ""19:00-23:30""], ""Thu"": [""11:30-14:30"", ""19:00-23:30""], ""Fri"": [""11:30-14:30"", ""19:00-23:30""], ""Sat"": [""11:30-14:30"", ""19:00-23:30""], ""Sun"": [""00:00-23:59""]}";4.0;49.0;2.0;0.0;0.0;0.0;0.0;4.0;4.5;4.5
g187147-d3566890;Cafe Le Victor Hugo;Paris;4 Place Victor Hugo 75016, 75116 Paris France;48.869965;2.28557;Mid-range, French, Cafe, International;€€-€€€;Breakfast Lunch Dinner After-hours Drinks;French Cafe European International;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Table Service Full Bar;N;N;N;"{""Mon"": [""06:00-02:00""], ""Tue"": [""06:00-02:00""], ""Wed"": [""06:00-02:00""], ""Thu"": [""06:00-02:00""], ""Fri"": [""06:00-02:00""], ""Sat"": [""06:00-02:00""], ""Sun"": [""06:00-02:00""]}";3.5;254.0;23.0;48.0;12.0;8.0;9.0;3.5;3.5;3.0
g187147-d3567998;Il Teatro;Paris;3 Place Charles Michels, 75015 Paris France;48.84689;2.285778;Mid-range, Italian, Pizza, Mediterranean;€€-€€€;Lunch Dinner;Italian Pizza Mediterranean European;;Takeout Reservations Outdoor Seating Seating Highchairs Available Wheelchair Accessible Serves Alcohol Table Service Gift Cards Available;N;N;N;"{""Mon"": [""10:00-14:30"", ""18:00-22:00""], ""Tue"": [""10:00-14:30"", ""18:00-22:00""], ""Wed"": [""10:00-14:30"", ""18:00-22:00""], ""Thu"": [""10:00-14:30"", ""18:00-22:00""], ""Fri"": [""10:00-14:30"", ""18:00-22:00""], ""Sat"": [""10:00-22:00""], ""Sun"": [""10:00-22:00""]}";3.5;195.0;14.0;10.0;4.0;0.0;4.0;3.0;3.5;3.5
g187147-d3568287;Café Petite;Paris;52 rue Rene Boulanger 75010, 75010 Paris France;48.868484;2.359715;Mid-range, French, Cafe, European;€€-€€€;Breakfast Lunch Dinner After-hours;French Cafe European;;Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Table Service Reservations;N;N;N;"{""Mon"": [""07:00-01:00""], ""Tue"": [""07:00-01:00""], ""Wed"": [""07:00-01:00""], ""Thu"": [""07:00-01:00""], ""Fri"": [""07:00-02:00""], ""Sat"": [""07:00-02:00""], ""Sun"": [""08:00-23:00""]}";3.5;177.0;14.0;18.0;5.0;4.0;1.0;3.5;3.5;3.5
g187147-d3570721;Le Relais du Louvre;Paris;3 rue du Louvre, 75001 Paris France;48.86165;2.341169;Mid-range, French, European;€€-€€€;Lunch Dinner Breakfast;French European;;Reservations Outdoor Seating Seating Serves Alcohol Table Service Highchairs Available Wheelchair Accessible;N;N;N;;4.0;137.0;20.0;26.0;4.0;1.0;3.0;4.0;4.0;4.0
g187147-d3571336;L'Anvers du Décor;Paris;32 B rue d Orsel Au PIED du SACRE COEUR ,MONTMARTRE, TRIANON, théatre l'atelier, 75018 Paris France;48.88372;2.343016;Mid-range, French, European, Grill;€€-€€€;Lunch Dinner After-hours Drinks;French European Grill;Vegetarian Friendly, Vegan Options, Gluten Free Options;Reservations Outdoor Seating Seating Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Accepts American Express Accepts Mastercard Accepts Visa Free Wifi Accepts Credit Cards Table Service Gift Cards Available;Y;Y;Y;"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}";4.5;1288.0;314.0;109.0;26.0;19.0;17.0;4.5;4.5;4.0
g187147-d3571359;Campanile;Paris;Route de Flandres 147-151, 75019 Paris France;48.893402;2.379877;Mid-range, Healthy;€€-€€€;Lunch Dinner;Healthy;;Reservations Wheelchair Accessible Serves Alcohol;N;N;N;;4.0;70.0;3.0;4.0;4.0;0.0;0.0;3.5;4.0;4.0
g187147-d3571366;A la Tour Eiffel;Paris;96 rue du Commerce, 75015 Paris France;48.84378;2.293093;Mid-range, French;€€-€€€;Breakfast Lunch Dinner Drinks;French;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;;3.5;206.0;11.0;21.0;8.0;3.0;3.0;3.5;3.5;3.5
g187147-d3574354;Cafe du Metro;Paris;67 rue de Rennes Métro Saint Sulpice, 75006 Paris France;48.851463;2.330967;Mid-range, French, Bar, European;€€-€€€;Lunch Dinner Breakfast;French Bar European;;Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""07:30-23:00""], ""Tue"": [""07:30-23:00""], ""Wed"": [""07:30-23:00""], ""Thu"": [""07:30-23:00""], ""Fri"": [""07:30-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": []}";3.5;156.0;19.0;24.0;9.0;8.0;5.0;3.5;3.5;3.5
g187147-d3581921;L'Imprevu;Paris;35 rue Didot, 75014 Paris France;48.8324;2.320704;Cheap Eats, French;€;Lunch Dinner;French;;Seating Wheelchair Accessible Table Service;N;N;N;"{""Mon"": [""15:00-02:00""], ""Tue"": [""15:00-02:00""], ""Wed"": [""15:00-02:00""], ""Thu"": [""15:00-02:00""], ""Fri"": [""15:00-02:00""], ""Sat"": [""15:00-02:00""], ""Sun"": [""15:00-02:00""]}";3.0;35.0;0.0;4.0;0.0;0.0;0.0;3.0;3.0;3.5
g187147-d3585129;Le Bistrot Tocqueville;Paris;67 rue de Tocqueville, 75017 Paris France;48.88631;2.309044;Mid-range, French;€€-€€€;Dinner Breakfast Lunch;French;;Takeout Serves Alcohol Free Wifi Reservations Seating Accepts Visa Highchairs Available Wheelchair Accessible Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""08:00-16:00""], ""Tue"": [""08:00-16:00""], ""Wed"": [""08:00-16:00""], ""Thu"": [""08:00-16:00""], ""Fri"": [""08:00-16:00""], ""Sat"": [], ""Sun"": []}";4.5;57.0;3.0;1.0;0.0;0.0;0.0;4.5;4.5;4.5
g187147-d3598508;Vino e Cucina;Paris;22 rue Saint Sauveur, 75002 Paris France;48.866215;2.347883;Mid-range, Italian, European, Wine Bar;€€-€€€;Dinner After-hours;Italian European Wine Bar;;Outdoor Seating Accepts American Express Accepts Mastercard Accepts Visa Reservations Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""18:00-02:00""], ""Tue"": [""18:00-02:00""], ""Wed"": [""18:00-02:00""], ""Thu"": [""18:00-02:00""], ""Fri"": [""18:00-02:00""], ""Sat"": [""18:00-02:00""], ""Sun"": [""18:00-02:00""]}";3.0;208.0;12.0;8.0;0.0;3.0;9.0;3.0;3.0;3.0
g187147-d3602714;Chacun Ses Gouts;Paris;4 rue Geoffroy L Angevin, 75004 Paris France;48.86045;2.3547;Mid-range, Dessert;€€-€€€;;;;Wheelchair Accessible Accepts Mastercard Accepts Visa Free Wifi;N;N;N;"{""Mon"": [""13:30-19:00""], ""Tue"": [""13:30-19:00""], ""Wed"": [""13:30-19:00""], ""Thu"": [""13:30-19:00""], ""Fri"": [""13:30-19:00""], ""Sat"": [""13:30-19:00""], ""Sun"": [""13:30-19:00""]}";4.5;77.0;8.0;2.0;1.0;0.0;0.0;4.0;4.5;3.5
g187147-d3605632;McDonald's;Paris;184 rue de Rivoli, 75001 Paris France;48.863415;2.333403;Cheap Eats, Quick Bites, European;€;Dinner Lunch;European;;Takeout Seating Wheelchair Accessible Free Wifi;N;N;N;"{""Mon"": [""11:00-18:00""], ""Tue"": [""11:00-18:00""], ""Wed"": [""11:00-18:00""], ""Thu"": [""11:00-18:00""], ""Fri"": [""11:00-18:00""], ""Sat"": [""11:00-18:00""], ""Sun"": [""11:00-18:00""]}";3.0;159.0;9.0;13.0;18.0;5.0;15.0;3.0;3.0;3.5
g187147-d3606281;New Mandarin Massena;Paris;164 boulevard Massena, 75013 Paris France;48.819168;2.360331;Cheap Eats, Chinese, Asian, Thai;€;Lunch Dinner;Asian Vietnamese Chinese Thai;;Reservations Seating Table Service Wheelchair Accessible;N;N;N;;3.5;19.0;0.0;2.0;1.0;0.0;1.0;4.0;3.5;4.0
g187147-d3606375;Bretteau Sebastien;Paris;31 avenue de la Motte Picquet, 75007 Paris France;48.85501;2.30698;Mid-range, Bakeries, French;€€-€€€;Lunch Brunch Breakfast After-hours Drinks;French;;Takeout Wheelchair Accessible;N;N;N;"{""Mon"": [""07:00-20:30""], ""Tue"": [""07:00-20:30""], ""Wed"": [""07:00-20:30""], ""Thu"": [""07:00-20:30""], ""Fri"": [""07:00-20:30""], ""Sat"": [], ""Sun"": [""07:00-20:00""]}";4.0;36.0;11.0;5.0;0.0;0.0;0.0;4.0;3.5;3.5
g187147-d3607078;Hippopotamus;Paris;12-14 rue de Rome, 75008 Paris France;48.87529;2.32465;Mid-range, French, Steakhouse, European;€€-€€€;Lunch Dinner Drinks After-hours;French Steakhouse European Grill;;Reservations Seating Highchairs Available Wheelchair Accessible Serves Alcohol Free Wifi Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}";3.5;632.0;26.0;34.0;32.0;21.0;10.0;3.5;3.5;3.5
g187147-d3625428;Le tout petit;Paris;73 Pl du Docteur Felix Lobligeois 75017, 75017 Paris France;48.886684;2.317536;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;;3.5;159.0;8.0;4.0;3.0;1.0;3.0;3.5;4.0;3.5
g187147-d3628421;L'Abordage;Paris;2 Place Henri Bergson, 75008 Paris France;48.875603;2.318517;Mid-range, French, European;€€-€€€;Lunch Dinner Drinks;French European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;"{""Mon"": [""08:00-20:00""], ""Tue"": [""08:00-20:00""], ""Wed"": [""08:00-23:00""], ""Thu"": [""08:00-21:00""], ""Fri"": [""08:00-21:00""], ""Sat"": [], ""Sun"": []}";3.5;146.0;1.0;6.0;5.0;1.0;0.0;3.5;3.5;3.0
g187147-d3630401;Restaurant du Théâtre;Paris;38 rue de Montpensier, 75001 Paris France;48.86581;2.337746;Mid-range, French;€€-€€€;Lunch Dinner;French;;Seating Wheelchair Accessible Table Service;N;N;N;"{""Mon"": [], ""Tue"": [""12:00-22:15""], ""Wed"": [""12:00-22:15""], ""Thu"": [""12:00-22:15""], ""Fri"": [""12:00-22:15""], ""Sat"": [""12:00-22:15""], ""Sun"": [""12:00-19:00""]}";3.0;49.0;1.0;3.0;1.0;0.0;1.0;3.5;3.5;3.0
g187147-d3630473;Le Clin d'Oeil;Paris;15 rue Copreaux, 75015 Paris France;48.841908;2.306851;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Reservations Seating Serves Alcohol Table Service Wheelchair Accessible;N;N;N;"{""Mon"": [], ""Tue"": [""12:00-14:30"", ""19:00-23:00""], ""Wed"": [""12:00-14:30"", ""19:00-23:00""], ""Thu"": [""12:00-14:30"", ""19:00-23:00""], ""Fri"": [""12:00-14:30"", ""19:00-23:00""], ""Sat"": [""12:00-14:30"", ""19:00-23:00""], ""Sun"": []}";4.5;72.0;8.0;5.0;0.0;0.0;0.0;4.5;4.5;4.0
g187147-d3638180;Paul;Paris;89 rue Saint Antoine, 75004 Paris France;48.854687;2.362169;Cheap Eats, Bakeries;€;Breakfast Lunch;;;Takeout Wheelchair Accessible;N;N;N;"{""Mon"": [""07:30-19:00""], ""Tue"": [""07:30-19:00""], ""Wed"": [""07:30-19:00""], ""Thu"": [""07:30-19:00""], ""Fri"": [""07:30-19:00""], ""Sat"": [""07:30-19:00""], ""Sun"": [""08:00-17:00""]}";3.5;84.0;13.0;13.0;8.0;0.0;1.0;3.5;3.5;3.5
g187147-d3640249;Les Agapes;Paris;22 rue le Marois, 75016 Paris France;48.837906;2.259715;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;;4.5;109.0;26.0;11.0;0.0;1.0;0.0;4.5;4.5;4.5
g187147-d3643761;Au Troquet de la Place;Paris;177 avenue Gambetta, 75020 Paris France;48.87138;2.404036;Mid-range, French, Bar, Pub;€€-€€€;Lunch Brunch;French Bar Pub;;Seating Serves Alcohol Table Service Reservations Outdoor Seating Wheelchair Accessible;N;N;N;;4.0;43.0;3.0;3.0;1.0;0.0;0.0;4.0;3.5;4.0
g187147-d3649357;Le Relais des Deux Gares;Paris;92 boulevard de Magenta 75010, 75010 Paris France;48.87718;2.35551;Mid-range, French, European;€€-€€€;Lunch Dinner Breakfast Brunch;French European;;Reservations Seating Serves Alcohol Wheelchair Accessible Table Service;N;N;N;"{""Mon"": [""08:00-02:00""], ""Tue"": [""08:00-02:00""], ""Wed"": [""08:00-02:00""], ""Thu"": [""08:00-02:00""], ""Fri"": [""08:00-02:00""], ""Sat"": [""09:00-02:00""], ""Sun"": [""09:00-02:00""]}";4.0;47.0;1.0;12.0;2.0;1.0;0.0;4.0;4.5;4.0
g187147-d3649377;Boulangerie Bechu;Paris;118 avenue Victor Hugo, 75116 Paris France;48.868084;2.281615;Mid-range, Bakeries, French, European;€€-€€€;Breakfast Lunch;French European;;Takeout Outdoor Seating Seating Wheelchair Accessible Table Service;N;N;N;;3.5;168.0;18.0;19.0;3.0;2.0;5.0;4.0;3.5;3.0
